130	0.0162276	0.332648	2
131	-0.0431956	0.327348	2
132	-0.0676239	0.358409	2
133	-0.0422671	0.31688	2
134	0.0218943	0.355993	2
135	-0.000686593	0.350291	2
136	0.0136671	0.297577	2
137	-0.0396597	0.344799	2
138	-0.00121587	0.334836	2
139	-0.0325149	0.340119	2
140	-0.0236687	0.34521	2
141	0.0408316	0.355405	2
142	-0.00722254	0.330615	2
143	-0.0072607	0.339938	2
144	-0.0569302	0.331645	2
145	0.0496347	0.340105	2
146	0.0359964	0.325849	2
147	0.0390049	0.360675	2
148	0.02012	0.334824	2
149	-0.0797789	0.340736	2
150	-0.0145979	0.338337	2
151	0.0245438	0.352566	2
152	-0.0103271	0.320661	2
153	0.0109856	0.309632	2
154	0.0100468	0.348273	2
155	0.00421019	0.330544	2
156	0.0295464	0.336479	2
157	-0.0104466	0.323224	2
158	0.00474968	0.338889	2
159	-0.0110408	0.311945	2
160	0.0281324	0.318111	2
161	0.0439181	0.361546	2
162	0.0141772	0.364614	2
163	0.0454093	0.353727	2
164	-0.0151341	0.344801	2
165	-0.00290424	0.377178	2
166	-0.0533134	0.329095	2
167	-0.0192386	0.323311	2
168	-0.0025772	0.350224	2
169	-0.0255914	0.342069	2
170	0.000557647	0.341772	2
171	-0.00315848	0.318366	2
172	-0.0357328	0.326297	2
173	-0.0193165	0.346861	2
174	-0.0579576	0.324004	2
175	0.0767697	0.324645	2
176	-0.00659778	0.347514	2
177	0.0445967	0.336651	2
178	0.0326237	0.334349	2
179	-0.0417231	0.321381	2
180	0.00784528	0.350925	2
181	0.0461227	0.302617	2
182	0.0176424	0.358704	2
183	-0.00221443	0.320533	2
184	-0.0303295	0.331931	2
185	-0.0622905	0.34965	2
186	-0.0226809	0.343769	2
187	-0.0222167	0.329959	2
188	0.02821	0.334572	2
189	-0.0253699	0.316778	2
190	0.056653	0.371505	2
191	-0.00649838	0.340788	2
192	0.0322192	0.338735	2
193	0.0615006	0.324479	2
194	-0.0162889	0.329289	2
195	-0.0556063	0.332501	2
196	0.115616	0.340928	2
197	-0.0552771	0.361903	2
198	-0.0351548	0.301125	2
199	0.0521489	0.312095	2
200	-0.0082705	0.317204	2
