0	-nan	inf	2
1	-0.169296	0.657767	20
2	-0.259809	0.62181	9
3	-0.0967589	0.544153	6
4	-0.09286	0.561941	6
5	-0.033586	0.334629	6
6	0.116914	0.389117	6
7	-0.0467843	0.446924	4
8	-0.33089	0.437814	2
9	-0.0448859	0.364946	3
10	0.150447	0.31931	2
11	0.108728	0.303406	2
12	-0.153714	0.385246	2
13	-0.145848	0.428944	2
14	0.00421357	0.395651	2
15	-0.0563887	0.438466	2
16	0.0183077	0.324597	5
17	0.0757635	0.40123	2
18	0.0589228	0.362971	2
19	0.0497626	0.368713	2
20	-0.0868765	0.338525	2
21	0.0235552	0.367424	2
22	0.0534536	0.247102	2
23	-0.123131	0.327558	2
24	-0.101363	0.305292	2
25	-0.00989	0.300701	2
26	0.0194854	0.294017	2
27	0.0350252	0.368482	2
28	0.126505	0.342565	2
29	5.14943e-05	0.328498	3
30	0.000239778	0.347933	3
31	-0.0198519	0.285833	2
32	-0.0481016	0.367626	2
33	0.0048697	0.360395	2
34	-0.0286838	0.292213	2
35	0.001008	0.309986	2
36	0.0434883	0.370925	2
37	0.0682539	0.299919	3
38	0.0567195	0.408281	2
39	-0.10541	0.294712	2
40	-0.0651765	0.318142	2
41	-0.0889332	0.378478	2
42	0.0529586	0.303874	2
43	0.038086	0.342264	2
44	-0.0676786	0.314858	2
45	0.0444729	0.346282	2
46	-0.0160117	0.303948	2
47	-0.0871683	0.312762	2
48	-0.082261	0.304407	2
49	0.111932	0.316253	2
50	-0.0471338	0.324028	2
51	0.116988	0.328887	2
52	0.0116658	0.375402	2
53	-0.0264096	0.340323	2
54	-0.121499	0.342054	2
55	-0.0457198	0.298234	2
56	0.0629573	0.322553	2
57	-0.017273	0.324711	2
58	-0.015656	0.338055	2
59	-0.0331819	0.314002	2
60	0.000714667	0.373477	2
61	0.0557439	0.371034	2
62	0.0130673	0.328001	4
63	-0.0905208	0.312996	2
64	-0.108155	0.354128	2
65	0.00344615	0.351167	2
66	0.0461108	0.349628	2
67	0.00143119	0.31945	2
68	0.0115799	0.367802	2
69	0.0720161	0.358328	2
70	-0.152153	0.326942	2
71	0.0306575	0.391991	2
72	0.0115297	0.342049	2
73	-0.0945064	0.376231	2
74	0.0734769	0.371738	2
75	0.0972984	0.381906	2
76	-0.00726434	0.351433	2
77	-0.0234397	0.342194	2
78	0.0435941	0.333866	2
79	0.0252166	0.345415	2
80	0.00124613	0.335481	2
81	0.0326606	0.35197	2
82	-0.0158326	0.328576	2
83	-0.0139011	0.328048	2
84	0.114296	0.324886	2
85	-0.0600551	0.282296	2
86	0.0217771	0.330647	2
87	0.000893103	0.320091	2
88	-0.077648	0.298607	2
89	0.0465582	0.341378	2
90	0.0281699	0.312764	2
91	-0.00666989	0.337394	2
92	-0.00418011	0.368272	2
93	-0.00478269	0.344521	2
94	0.0286384	0.344538	2
95	-0.101067	0.376403	2
96	0.0484117	0.336133	2
97	-0.0151956	0.337177	2
98	-0.0160562	0.344318	2
99	-0.0133191	0.300527	2
100	-0.0223904	0.360561	2
101	0.049947	0.324367	2
102	0.023116	0.34287	2
103	0.0132751	0.305821	2
104	0.00135067	0.313786	2
105	0.0433351	0.329528	2
106	0.0158249	0.363431	2
107	-0.00197636	0.363824	2
108	0.0115033	0.327702	2
109	-0.0612785	0.32597	2
110	-0.0435323	0.356413	2
111	0.0343517	0.376232	2
112	0.0773105	0.335924	2
113	-0.00952788	0.316993	2
114	0.0185239	0.333698	2
115	0.0193308	0.338052	2
116	0.0136627	0.319475	2
117	-0.0175941	0.346108	2
118	0.0224561	0.347936	2
119	0.0340064	0.33374	2
120	0.0237831	0.316382	2
121	-0.0189515	0.333136	2
122	-0.0260201	0.31418	2
123	0.030461	0.283457	2
124	0.0147475	0.352774	2
125	-0.0327918	0.330902	2
126	0.000138254	0.36061	2
127	-0.00520709	0.346061	2
128	-0.0117877	0.318305	2
129	-0.00101078	0.302061	2
