1	0.138889
2	0.119599
3	0.105295
4	0.0942079
5	0.0853328
6	0.0780511
7	0.0719591
8	0.066781
9	0.0623213
10	0.0584373
11	0.0550224
12	0.051995
13	0.0492915
14	0.0468618
15	0.0446658
16	0.0426708
17	0.04085
18	0.0391812
19	0.0376461
20	0.0362289
1	0.222222
2	0.172839
3	0.142966
4	0.122527
5	0.107514
6	0.0959547
7	0.0867474
8	0.0792223
9	0.0729461
10	0.067625
11	0.0630518
12	0.0590763
13	0.0555863
14	0.0524965
15	0.0497406
16	0.0472665
17	0.0450323
18	0.0430044
19	0.041155
20	0.0394613
1	0.25
2	0.1875
3	0.152344
4	0.129135
5	0.112459
6	0.0998122
7	0.0898497
8	0.0817767
9	0.0750893
10	0.0694509
11	0.0646275
12	0.0604508
13	0.0567965
14	0.0535706
15	0.0507008
16	0.0481302
17	0.0458137
18	0.0437148
19	0.0418038
20	0.0400563
1	0.222222
2	0.172839
3	0.142966
4	0.122527
5	0.107514
6	0.0959547
7	0.0867474
8	0.0792223
9	0.0729461
10	0.067625
11	0.0630518
12	0.0590763
13	0.0555863
14	0.0524965
15	0.0497406
16	0.0472665
17	0.0450323
18	0.0430044
19	0.041155
20	0.0394613
1	0.138889
2	0.119599
3	0.105295
4	0.0942079
5	0.0853328
6	0.0780511
7	0.0719591
8	0.066781
9	0.0623213
10	0.0584373
11	0.0550224
12	0.051995
13	0.0492915
14	0.0468618
15	0.0446658
16	0.0426708
17	0.04085
18	0.0391812
19	0.0376461
20	0.0362289
