1	0.347222
2	0.566647
3	0.613895
4	0.59257
5	0.603577
6	0.598179
7	0.600902
8	0.599547
9	0.600226
10	0.599887
11	0.600057
12	0.599972
13	0.600014
14	0.599993
15	0.600003
16	0.599998
17	0.600001
18	0.6
19	0.6
20	0.6
1	0.555556
2	0.617284
3	0.590611
4	0.604474
5	0.597713
6	0.60113
7	0.599432
8	0.600283
9	0.599858
10	0.600071
11	0.599965
12	0.600018
13	0.599991
14	0.600004
15	0.599998
16	0.600001
17	0.599999
18	0.6
19	0.6
20	0.6
1	0.625
2	0.585938
3	0.606537
4	0.596625
5	0.601659
6	0.599164
7	0.600416
8	0.599791
9	0.600104
10	0.599948
11	0.600026
12	0.599987
13	0.600007
14	0.599997
15	0.600002
16	0.599999
17	0.6
18	0.6
19	0.6
20	0.6
1	0.555556
2	0.617284
3	0.590611
4	0.604474
5	0.597713
6	0.60113
7	0.599432
8	0.600283
9	0.599858
10	0.600071
11	0.599965
12	0.600018
13	0.599991
14	0.600004
15	0.599998
16	0.600001
17	0.599999
18	0.6
19	0.6
20	0.6
1	0.347222
2	0.566647
3	0.613895
4	0.59257
5	0.603577
6	0.598179
7	0.600902
8	0.599547
9	0.600226
10	0.599887
11	0.600057
12	0.599972
13	0.600014
14	0.599993
15	0.600003
16	0.599998
17	0.600001
18	0.6
19	0.6
20	0.6
