17.0,1.0210176124167503
16.0,1.0995574287565002
15.0,1.1780972450962501
14.0,1.256637061436
13.5,1.33517687777575
12.5,1.4137166941155
12.0,1.4922565104552499
12.0,1.5707963267949998
11.5,1.6493361431347497
11.0,1.7278759594744997
10.5,1.8064157758142496
10.5,1.8849555921539995
10.0,1.9634954084937495
10.0,2.0420352248334996
9.5,2.12057504117325
9.5,2.199114857513
9.5,2.27765467385275
9.0,2.3561944901925003
9.0,2.4347343065322504
10.0,2.5132741228720006
9.0,2.5918139392117507
9.5,2.670353755551501
9.0,2.748893571891251
9.0,2.827433388231001
9.5,2.9059732045707514
10.0,2.9845130209105015
11.0,3.0630528372502517
