2	3.47001	11.4321
4	2.86835	5.11911
8	2.58208	2.45854
16	2.45374	1.20437
32	2.37722	0.590308
64	2.33821	0.293284
128	2.31982	0.143809
256	2.31169	0.0726163
512	2.30688	0.0368059
1024	2.30433	0.0182688
2048	2.30413	0.00916227
4096	2.30355	0.00455566
8192	2.30334	0.00224762
16384	2.30305	0.00113165
32768	2.30301	0.000567803
