0	-0.011103
1	-0.017694
2	-0.027453
3	-0.041104
4	-0.045967
5	-0.057984
6	-0.066743
7	-0.0778
8	-0.089747
9	-0.10379
10	-0.111903
11	-0.124794
12	-0.129223
13	-0.139954
14	-0.146171
15	-0.156836
16	-0.169973
17	-0.175484
18	-0.186131
19	-0.194738
20	-0.202793
21	-0.216244
22	-0.226447
23	-0.247058
24	-0.251531
25	-0.251316
26	-0.255083
27	-0.271832
28	-0.294559
29	-0.296454
30	-0.310903
31	-0.32216
32	-0.317771
33	-0.336408
34	-0.352753
35	-0.363576
36	-0.358885
37	-0.390856
38	-0.386641
39	-0.39846
40	-0.404743
41	-0.422384
42	-0.434295
43	-0.43304
44	-0.452137
45	-0.455168
46	-0.469059
47	-0.482514
48	-0.482443
49	-0.508854
50	-0.498943
51	-0.514314
52	-0.536131
53	-0.535904
54	-0.546539
55	-0.56296
56	-0.564679
57	-0.581476
58	-0.578771
59	-0.60592
60	-0.612995
