1	0.00985
2	0.00847322
3	0.00631341
4	0.00412059
5	0.00242305
6	0.0013276
7	0.000697136
8	0.000357538
9	0.000181109
10	9.11653e-05
11	4.57466e-05
12	2.2918e-05
13	1.14739e-05
14	5.75185e-06
15	2.89083e-06
16	1.43051e-06
17	7.15256e-07
18	3.57628e-07
19	1.78814e-07
20	8.9407e-08
1	0.00485
2	0.0023897
3	0.00118628
4	0.00059104
5	0.000294983
6	0.000147343
7	7.36415e-05
8	3.68059e-05
9	1.8388e-05
10	9.17912e-06
11	4.58956e-06
12	2.29478e-06
13	1.13249e-06
14	5.66244e-07
15	2.68221e-07
16	1.19209e-07
17	5.96046e-08
18	2.98023e-08
19	0
20	0
1	0.000149995
2	5.62966e-05
3	2.50638e-05
4	1.18911e-05
5	5.78165e-06
6	2.86102e-06
7	1.43051e-06
8	7.15256e-07
9	3.57628e-07
10	1.78814e-07
11	8.9407e-08
12	2.98023e-08
13	2.98023e-08
14	2.98023e-08
15	2.98023e-08
16	0
17	0
18	0
19	0
20	0
1	0.00514999
2	0.00261477
3	0.00131762
4	0.000661403
5	0.000331342
6	0.00016582
7	8.29399e-05
8	4.14848e-05
9	2.07424e-05
10	1.03712e-05
11	5.1856e-06
12	2.5928e-06
13	1.2815e-06
14	6.25849e-07
15	2.98023e-07
16	1.49012e-07
17	5.96046e-08
18	2.98023e-08
19	0
20	0
1	0.01015
2	0.00903578
3	0.0069699
4	0.00468791
5	0.00281858
6	0.0015665
7	0.000829369
8	0.000427246
9	0.000216901
10	0.000109285
11	5.48661e-05
12	2.74777e-05
13	1.37389e-05
14	6.88434e-06
15	3.42727e-06
16	1.72853e-06
17	8.64267e-07
18	4.17233e-07
19	2.08616e-07
20	1.19209e-07
