0	-0.00601
1	-0.0129
2	-0.02275
3	-0.0427
4	-0.05173
5	-0.0667
6	-0.04889
7	-0.08852
8	-0.10291
9	-0.10758
10	-0.11813
11	-0.10784
12	-0.12899
13	-0.1388
14	-0.14495
15	-0.17394
16	-0.18485
17	-0.1727
18	-0.17397
19	-0.20738
20	-0.19463
21	-0.21844
22	-0.22085
23	-0.25924
24	-0.24643
25	-0.24794
26	-0.27595
27	-0.2851
28	-0.29223
29	-0.31714
30	-0.31723
31	-0.32766
32	-0.34217
33	-0.35286
34	-0.33715
35	-0.3599
36	-0.39467
37	-0.38502
38	-0.38929
39	-0.38568
40	-0.37209
41	-0.42762
42	-0.42379
43	-0.42106
44	-0.44503
45	-0.48338
46	-0.43189
47	-0.51016
48	-0.49963
49	-0.4972
50	-0.49751
51	-0.51894
52	-0.53607
53	-0.5662
54	-0.52017
55	-0.50486
56	-0.59793
57	-0.58092
58	-0.56915
59	-0.64324
60	-0.56171
