0	-0.41395
1	-0.16774
2	-0.27805
3	-0.19218
4	-0.22327
5	-0.17966
6	-0.17509
7	-0.15624
8	-0.14169
9	-0.1076
10	-0.10941
11	-0.09182
12	-0.08539
13	-0.05746
14	-0.02809
15	-0.0387
16	-0.02473
17	0.00754
18	0.03105
19	-0.0039
20	0.05883
21	0.0662
22	0.08039
23	0.08594
24	0.11287
25	0.10874
26	0.10703
27	0.15728
28	0.15835
29	0.15988
30	0.16335
31	0.19214
32	0.21387
33	0.237
34	0.24807
35	0.28226
36	0.27861
37	0.30822
38	0.29853
39	0.32888
40	0.35049
41	0.34162
42	0.37245
43	0.36094
44	0.38777
45	0.3885
46	0.46585
47	0.46282
48	0.48161
49	0.50676
50	0.50701
51	0.5331
52	0.56151
53	0.56398
54	0.55493
55	0.60856
56	0.59701
57	0.61654
58	0.64721
59	0.62296
60	0.63377
